week,day,hour,level,seat_type,occupancy
6,1,12,3,Moveable.seats,11
6,1,12,4,Soft.seats,87
6,1,12,4,Sofa,32
6,1,12,5,Windowed.Seats,37
6,1,12,5,X4.man.tables,20
6,1,12,5,X8.man.tables,13
6,1,12,6,Diagonal.Seats,19
6,1,12,6,Cubicle.seats,31
6,1,12,6,Windowed.Seats,30
6,1,12,6Chinese,Diagonal.Seats,11
6,1,12,6Chinese,Cubicle.seats,19
6,1,12,6Chinese,Windowed.Seats,18
6,1,13,3,Discussion.Cubicles,36
6,1,13,3,Soft.seats,21
6,1,13,3,Moveable.seats,16
6,1,13,4,Soft.seats,119
6,1,13,4,Sofa,32
6,1,13,5,Windowed.Seats,51
6,1,13,5,X4.man.tables,28
6,1,13,5,X8.man.tables,18
6,1,13,6,Diagonal.Seats,26
6,1,13,6,Cubicle.seats,42
6,1,13,6,Windowed.Seats,41
6,1,13,6Chinese,Diagonal.Seats,22
6,1,13,6Chinese,Cubicle.seats,23
6,1,13,6Chinese,Windowed.Seats,21
6,1,14,3,Discussion.Cubicles,35
6,1,14,3,Soft.seats,35
6,1,14,3,Moveable.seats,17
6,1,14,4,Soft.seats,159
6,1,14,4,Sofa,32
6,1,14,5,Windowed.Seats,68
6,1,14,5,X4.man.tables,37
6,1,14,5,X8.man.tables,23
6,1,14,6,Diagonal.Seats,48
6,1,14,6,Cubicle.seats,49
6,1,14,6,Windowed.Seats,46
6,1,14,6Chinese,Diagonal.Seats,30
6,1,14,6Chinese,Cubicle.seats,31
6,1,14,6Chinese,Windowed.Seats,28
6,1,15,3,Discussion.Cubicles,40
6,1,15,3,Soft.seats,40
6,1,15,3,Moveable.seats,19
6,1,15,4,Soft.seats,165
6,1,15,4,Sofa,32
6,1,15,5,Windowed.Seats,63
6,1,15,5,X4.man.tables,63
6,1,15,5,X8.man.tables,45
6,1,15,6,Diagonal.Seats,52
6,1,15,6,Cubicle.seats,53
6,1,15,6,Windowed.Seats,49
6,1,15,6Chinese,Diagonal.Seats,72
6,1,15,6Chinese,Cubicle.seats,52
6,1,15,6Chinese,Windowed.Seats,36
6,1,16,3,Discussion.Cubicles,43
6,1,16,3,Soft.seats,42
6,1,16,3,Moveable.seats,20
6,1,16,4,Soft.seats,175
6,1,16,4,Sofa,32
6,1,16,5,Windowed.Seats,67
6,1,16,5,X4.man.tables,67
6,1,16,5,X8.man.tables,48
6,1,16,6,Diagonal.Seats,55
6,1,16,6,Cubicle.seats,56
6,1,16,6,Windowed.Seats,52
6,1,16,6Chinese,Diagonal.Seats,72
6,1,16,6Chinese,Cubicle.seats,52
6,1,16,6Chinese,Windowed.Seats,36
6,1,17,3,Discussion.Cubicles,39
6,1,17,3,Soft.seats,39
6,1,17,3,Moveable.seats,19
6,1,17,4,Soft.seats,160
6,1,17,4,Sofa,32
6,1,17,5,Windowed.Seats,62
6,1,17,5,X4.man.tables,61
6,1,17,5,X8.man.tables,44
6,1,17,6,Diagonal.Seats,50
6,1,17,6,Cubicle.seats,52
6,1,17,6,Windowed.Seats,48
6,1,17,6Chinese,Diagonal.Seats,35
6,1,17,6Chinese,Cubicle.seats,36
6,1,17,6Chinese,Windowed.Seats,34
6,1,18,3,Discussion.Cubicles,37
6,1,18,3,Soft.seats,22
6,1,18,3,Moveable.seats,16
6,1,18,4,Soft.seats,122
6,1,18,4,Sofa,32
6,1,18,5,Windowed.Seats,52
6,1,18,5,X4.man.tables,29
6,1,18,5,X8.man.tables,18
6,1,18,6,Diagonal.Seats,26
6,1,18,6,Cubicle.seats,43
6,1,18,6,Windowed.Seats,42
6,1,18,6Chinese,Diagonal.Seats,23
6,1,18,6Chinese,Cubicle.seats,24
6,1,18,6Chinese,Windowed.Seats,22
6,1,19,3,Discussion.Cubicles,17
6,1,19,3,Soft.seats,10
6,1,19,3,Moveable.seats,7
6,1,19,4,Soft.seats,88
6,1,19,4,Sofa,32
6,1,19,5,Windowed.Seats,28
6,1,19,5,X4.man.tables,16
6,1,19,5,X8.man.tables,10
6,1,19,6,Diagonal.Seats,17
6,1,19,6,Cubicle.seats,28
6,1,19,6,Windowed.Seats,27
6,1,19,6Chinese,Diagonal.Seats,9
6,1,19,6Chinese,Cubicle.seats,14
6,1,19,6Chinese,Windowed.Seats,14
6,1,20,3,Discussion.Cubicles,12
6,1,20,3,Soft.seats,7
6,1,20,3,Moveable.seats,6
6,1,20,4,Soft.seats,39
6,1,20,4,Sofa,26
6,1,20,5,Windowed.Seats,20
6,1,20,5,X4.man.tables,11
6,1,20,5,X8.man.tables,7
6,1,20,6,Diagonal.Seats,12
6,1,20,6,Cubicle.seats,20
6,1,20,6,Windowed.Seats,20
6,1,20,6Chinese,Diagonal.Seats,6
6,1,20,6Chinese,Cubicle.seats,10
6,1,20,6Chinese,Windowed.Seats,10
6,1,21,3,Discussion.Cubicles,6
6,1,21,3,Soft.seats,4
6,1,21,3,Moveable.seats,3
6,1,21,4,Soft.seats,17
6,1,21,4,Sofa,12
6,1,21,5,Windowed.Seats,9
6,1,21,5,X4.man.tables,5
6,1,21,5,X8.man.tables,3
6,1,21,6,Diagonal.Seats,6
6,1,21,6,Cubicle.seats,9
6,1,21,6,Windowed.Seats,9
6,1,21,6Chinese,Diagonal.Seats,3
6,1,21,6Chinese,Cubicle.seats,5
6,1,21,6Chinese,Windowed.Seats,5
6,2,9,3,Discussion.Cubicles,2
6,2,9,3,Soft.seats,1
6,2,9,3,Moveable.seats,1
6,2,9,4,Soft.seats,5
6,2,9,4,Sofa,3
6,2,9,5,Windowed.Seats,3
6,2,9,5,X4.man.tables,2
6,2,9,5,X8.man.tables,1
6,2,9,6,Diagonal.Seats,2
6,2,9,6,Cubicle.seats,3
6,2,9,6,Windowed.Seats,3
6,2,9,6Chinese,Diagonal.Seats,1
6,2,9,6Chinese,Cubicle.seats,2
6,2,9,6Chinese,Windowed.Seats,2
6,2,10,3,Discussion.Cubicles,8
6,2,10,3,Soft.seats,5
6,2,10,3,Moveable.seats,4
6,2,10,4,Soft.seats,24
6,2,10,4,Sofa,16
6,2,10,5,Windowed.Seats,13
6,2,10,5,X4.man.tables,7
6,2,10,5,X8.man.tables,5
6,2,10,6,Diagonal.Seats,8
6,2,10,6,Cubicle.seats,13
6,2,10,6,Windowed.Seats,13
6,2,10,6Chinese,Diagonal.Seats,4
6,2,10,6Chinese,Cubicle.seats,7
6,2,10,6Chinese,Windowed.Seats,7
6,2,11,3,Discussion.Cubicles,16
6,2,11,3,Soft.seats,10
6,2,11,3,Moveable.seats,7
6,2,11,4,Soft.seats,86
6,2,11,4,Sofa,32
6,2,11,5,Windowed.Seats,27
6,2,11,5,X4.man.tables,15
6,2,11,5,X8.man.tables,10
6,2,11,6,Diagonal.Seats,17
6,2,11,6,Cubicle.seats,27
6,2,11,6,Windowed.Seats,27
6,2,11,6Chinese,Diagonal.Seats,8
6,2,11,6Chinese,Cubicle.seats,14
6,2,11,6Chinese,Windowed.Seats,13
6,2,12,3,Discussion.Cubicles,27
6,2,12,3,Soft.seats,16
6,2,12,3,Moveable.seats,11
6,2,12,4,Soft.seats,87
6,2,12,4,Sofa,32
6,2,12,5,Windowed.Seats,37
6,2,12,5,X4.man.tables,20
6,2,12,5,X8.man.tables,13
6,2,12,6,Diagonal.Seats,19
6,2,12,6,Cubicle.seats,31
6,2,12,6,Windowed.Seats,30
6,2,12,6Chinese,Diagonal.Seats,11
6,2,12,6Chinese,Cubicle.seats,19
6,2,12,6Chinese,Windowed.Seats,18
6,2,13,3,Discussion.Cubicles,36
6,2,13,3,Soft.seats,21
6,2,13,3,Moveable.seats,16
6,2,13,4,Soft.seats,119
6,2,13,4,Sofa,32
6,2,13,5,Windowed.Seats,51
6,2,13,5,X4.man.tables,28
6,2,13,5,X8.man.tables,18
6,2,13,6,Diagonal.Seats,26
6,2,13,6,Cubicle.seats,42
6,2,13,6,Windowed.Seats,41
6,2,13,6Chinese,Diagonal.Seats,22
6,2,13,6Chinese,Cubicle.seats,23
6,2,13,6Chinese,Windowed.Seats,21
6,2,14,3,Discussion.Cubicles,35
6,2,14,3,Soft.seats,35
6,2,14,3,Moveable.seats,17
6,2,14,4,Soft.seats,159
6,2,14,4,Sofa,32
6,2,14,5,Windowed.Seats,68
6,2,14,5,X4.man.tables,37
6,2,14,5,X8.man.tables,23
6,2,14,6,Diagonal.Seats,48
6,2,14,6,Cubicle.seats,49
6,2,14,6,Windowed.Seats,46
6,2,14,6Chinese,Diagonal.Seats,30
6,2,14,6Chinese,Cubicle.seats,31
6,2,14,6Chinese,Windowed.Seats,28
6,2,15,3,Discussion.Cubicles,40
6,2,15,3,Soft.seats,40
6,2,15,3,Moveable.seats,19
6,2,15,4,Soft.seats,165
6,2,15,4,Sofa,32
6,2,15,5,Windowed.Seats,63
6,2,15,5,X4.man.tables,63
6,2,15,5,X8.man.tables,45
6,2,15,6,Diagonal.Seats,52
6,2,15,6,Cubicle.seats,53
6,2,15,6,Windowed.Seats,49
6,2,15,6Chinese,Diagonal.Seats,72
6,2,15,6Chinese,Cubicle.seats,52
6,2,15,6Chinese,Windowed.Seats,36
6,2,16,3,Discussion.Cubicles,43
6,2,16,3,Soft.seats,42
6,2,16,3,Moveable.seats,20
6,2,16,4,Soft.seats,175
6,2,16,4,Sofa,32
6,2,16,5,Windowed.Seats,67
6,2,16,5,X4.man.tables,67
6,2,16,5,X8.man.tables,48
6,2,16,6,Diagonal.Seats,55
6,2,16,6,Cubicle.seats,56
6,2,16,6,Windowed.Seats,52
6,2,16,6Chinese,Diagonal.Seats,72
6,2,16,6Chinese,Cubicle.seats,52
6,2,16,6Chinese,Windowed.Seats,36
6,2,17,3,Discussion.Cubicles,39
6,2,17,3,Soft.seats,39
6,2,17,3,Moveable.seats,19
6,2,17,4,Soft.seats,160
6,2,17,4,Sofa,32
6,2,17,5,Windowed.Seats,62
6,2,17,5,X4.man.tables,61
6,2,17,5,X8.man.tables,44
6,2,17,6,Diagonal.Seats,50
6,2,17,6,Cubicle.seats,52
6,2,17,6,Windowed.Seats,48
6,2,17,6Chinese,Diagonal.Seats,35
6,2,17,6Chinese,Cubicle.seats,36
6,2,17,6Chinese,Windowed.Seats,34
6,2,18,3,Discussion.Cubicles,37
6,2,18,3,Soft.seats,22
6,2,18,3,Moveable.seats,16
6,2,18,4,Soft.seats,122
6,2,18,4,Sofa,32
6,2,18,5,Windowed.Seats,52
6,2,18,5,X4.man.tables,29
6,2,18,5,X8.man.tables,18
6,2,18,6,Diagonal.Seats,26
6,2,18,6,Cubicle.seats,43
6,2,18,6,Windowed.Seats,42
6,2,18,6Chinese,Diagonal.Seats,23
6,2,18,6Chinese,Cubicle.seats,24
6,2,18,6Chinese,Windowed.Seats,22
6,2,19,3,Discussion.Cubicles,17
6,2,19,3,Soft.seats,10
6,2,19,3,Moveable.seats,7
6,2,19,4,Soft.seats,88
6,2,19,4,Sofa,32
6,2,19,5,Windowed.Seats,28
6,2,19,5,X4.man.tables,16
6,2,19,5,X8.man.tables,10
6,2,19,6,Diagonal.Seats,17
6,2,19,6,Cubicle.seats,28
6,2,19,6,Windowed.Seats,27
6,2,19,6Chinese,Diagonal.Seats,9
6,2,19,6Chinese,Cubicle.seats,14
6,2,19,6Chinese,Windowed.Seats,14
6,2,20,3,Discussion.Cubicles,12
6,2,20,3,Soft.seats,7
6,2,20,3,Moveable.seats,6
6,2,20,4,Soft.seats,39
6,2,20,4,Sofa,26
6,2,20,5,Windowed.Seats,20
6,2,20,5,X4.man.tables,11
6,2,20,5,X8.man.tables,7
6,2,20,6,Diagonal.Seats,12
6,2,20,6,Cubicle.seats,20
6,2,20,6,Windowed.Seats,20
6,2,20,6Chinese,Diagonal.Seats,6
6,2,20,6Chinese,Cubicle.seats,10
6,2,20,6Chinese,Windowed.Seats,10
6,2,21,3,Discussion.Cubicles,6
6,2,21,3,Soft.seats,4
6,2,21,3,Moveable.seats,3
6,2,21,4,Soft.seats,17
6,2,21,4,Sofa,12
6,2,21,5,Windowed.Seats,9
6,2,21,5,X4.man.tables,5
6,2,21,5,X8.man.tables,3
6,2,21,6,Diagonal.Seats,6
6,2,21,6,Cubicle.seats,9
6,2,21,6,Windowed.Seats,9
6,2,21,6Chinese,Diagonal.Seats,3
6,2,21,6Chinese,Cubicle.seats,5
6,2,21,6Chinese,Windowed.Seats,5
6,3,9,3,Discussion.Cubicles,2
6,3,9,3,Soft.seats,1
6,3,9,3,Moveable.seats,1
6,3,9,4,Soft.seats,5
6,3,9,4,Sofa,3
6,3,9,5,Windowed.Seats,3
6,3,9,5,X4.man.tables,2
6,3,9,5,X8.man.tables,1
6,3,9,6,Diagonal.Seats,2
6,3,9,6,Cubicle.seats,3
6,3,9,6,Windowed.Seats,3
6,3,9,6Chinese,Diagonal.Seats,1
6,3,9,6Chinese,Cubicle.seats,2
6,3,9,6Chinese,Windowed.Seats,2
6,3,10,3,Discussion.Cubicles,7
6,3,10,3,Soft.seats,4
6,3,10,3,Moveable.seats,3
6,3,10,4,Soft.seats,22
6,3,10,4,Sofa,14
6,3,10,5,Windowed.Seats,12
6,3,10,5,X4.man.tables,7
6,3,10,5,X8.man.tables,4
6,3,10,6,Diagonal.Seats,7
6,3,10,6,Cubicle.seats,11
6,3,10,6,Windowed.Seats,11
6,3,10,6Chinese,Diagonal.Seats,4
6,3,10,6Chinese,Cubicle.seats,6
6,3,10,6Chinese,Windowed.Seats,6
6,3,11,3,Discussion.Cubicles,16
6,3,11,3,Soft.seats,9
6,3,11,3,Moveable.seats,7
6,3,11,4,Soft.seats,80
6,3,11,4,Sofa,32
6,3,11,5,Windowed.Seats,25
6,3,11,5,X4.man.tables,14
6,3,11,5,X8.man.tables,9
6,3,11,6,Diagonal.Seats,16
6,3,11,6,Cubicle.seats,26
6,3,11,6,Windowed.Seats,25
6,3,11,6Chinese,Diagonal.Seats,8
6,3,11,6Chinese,Cubicle.seats,13
6,3,11,6Chinese,Windowed.Seats,13
6,3,12,3,Discussion.Cubicles,19
6,3,12,3,Soft.seats,11
6,3,12,3,Moveable.seats,8
6,3,12,4,Soft.seats,99
6,3,12,4,Sofa,32
6,3,12,5,Windowed.Seats,31
6,3,12,5,X4.man.tables,17
6,3,12,5,X8.man.tables,11
6,3,12,6,Diagonal.Seats,19
6,3,12,6,Cubicle.seats,31
6,3,12,6,Windowed.Seats,31
6,3,12,6Chinese,Diagonal.Seats,10
6,3,12,6Chinese,Cubicle.seats,16
6,3,12,6Chinese,Windowed.Seats,15
6,3,13,3,Discussion.Cubicles,35
6,3,13,3,Soft.seats,20
6,3,13,3,Moveable.seats,15
6,3,13,4,Soft.seats,114
6,3,13,4,Sofa,32
6,3,13,5,Windowed.Seats,49
6,3,13,5,X4.man.tables,27
6,3,13,5,X8.man.tables,17
6,3,13,6,Diagonal.Seats,24
6,3,13,6,Cubicle.seats,40
6,3,13,6,Windowed.Seats,39
6,3,13,6Chinese,Diagonal.Seats,21
6,3,13,6Chinese,Cubicle.seats,22
6,3,13,6Chinese,Windowed.Seats,20
6,3,14,3,Discussion.Cubicles,34
6,3,14,3,Soft.seats,33
6,3,14,3,Moveable.seats,16
6,3,14,4,Soft.seats,152
6,3,14,4,Sofa,32
6,3,14,5,Windowed.Seats,65
6,3,14,5,X4.man.tables,35
6,3,14,5,X8.man.tables,22
6,3,14,6,Diagonal.Seats,46
6,3,14,6,Cubicle.seats,47
6,3,14,6,Windowed.Seats,44
6,3,14,6Chinese,Diagonal.Seats,28
6,3,14,6Chinese,Cubicle.seats,29
6,3,14,6Chinese,Windowed.Seats,27
6,3,15,3,Discussion.Cubicles,38
6,3,15,3,Soft.seats,38
6,3,15,3,Moveable.seats,18
6,3,15,4,Soft.seats,156
6,3,15,4,Sofa,32
6,3,15,5,Windowed.Seats,60
6,3,15,5,X4.man.tables,60
6,3,15,5,X8.man.tables,43
6,3,15,6,Diagonal.Seats,49
6,3,15,6,Cubicle.seats,50
6,3,15,6,Windowed.Seats,46
6,3,15,6Chinese,Diagonal.Seats,35
6,3,15,6Chinese,Cubicle.seats,36
6,3,15,6Chinese,Windowed.Seats,33
6,3,16,3,Discussion.Cubicles,41
6,3,16,3,Soft.seats,41
6,3,16,3,Moveable.seats,20
6,3,16,4,Soft.seats,169
6,3,16,4,Sofa,32
6,3,16,5,Windowed.Seats,65
6,3,16,5,X4.man.tables,64
6,3,16,5,X8.man.tables,46
6,3,16,6,Diagonal.Seats,53
6,3,16,6,Cubicle.seats,54
6,3,16,6,Windowed.Seats,50
6,3,16,6Chinese,Diagonal.Seats,72
6,3,16,6Chinese,Cubicle.seats,52
6,3,16,6Chinese,Windowed.Seats,36
6,3,17,3,Discussion.Cubicles,38
6,3,17,3,Soft.seats,38
6,3,17,3,Moveable.seats,18
6,3,17,4,Soft.seats,158
6,3,17,4,Sofa,32
6,3,17,5,Windowed.Seats,61
6,3,17,5,X4.man.tables,60
6,3,17,5,X8.man.tables,43
6,3,17,6,Diagonal.Seats,49
6,3,17,6,Cubicle.seats,51
6,3,17,6,Windowed.Seats,47
6,3,17,6Chinese,Diagonal.Seats,35
6,3,17,6Chinese,Cubicle.seats,36
6,3,17,6Chinese,Windowed.Seats,33
6,3,18,3,Discussion.Cubicles,37
6,3,18,3,Soft.seats,22
6,3,18,3,Moveable.seats,16
6,3,18,4,Soft.seats,123
6,3,18,4,Sofa,32
6,3,18,5,Windowed.Seats,52
6,3,18,5,X4.man.tables,29
6,3,18,5,X8.man.tables,18
6,3,18,6,Diagonal.Seats,26
6,3,18,6,Cubicle.seats,43
6,3,18,6,Windowed.Seats,42
6,3,18,6Chinese,Diagonal.Seats,23
6,3,18,6Chinese,Cubicle.seats,24
6,3,18,6Chinese,Windowed.Seats,22
6,3,19,3,Discussion.Cubicles,17
6,3,19,3,Soft.seats,10
6,3,19,3,Moveable.seats,8
6,3,19,4,Soft.seats,90
6,3,19,4,Sofa,32
6,3,19,5,Windowed.Seats,29
6,3,19,5,X4.man.tables,16
6,3,19,5,X8.man.tables,10
6,3,19,6,Diagonal.Seats,18
6,3,19,6,Cubicle.seats,29
6,3,19,6,Windowed.Seats,28
6,3,19,6Chinese,Diagonal.Seats,9
6,3,19,6Chinese,Cubicle.seats,14
6,3,19,6Chinese,Windowed.Seats,14
6,3,20,3,Discussion.Cubicles,12
6,3,20,3,Soft.seats,7
6,3,20,3,Moveable.seats,6
6,3,20,4,Soft.seats,40
6,3,20,4,Sofa,26
6,3,20,5,Windowed.Seats,21
6,3,20,5,X4.man.tables,11
6,3,20,5,X8.man.tables,7
6,3,20,6,Diagonal.Seats,13
6,3,20,6,Cubicle.seats,21
6,3,20,6,Windowed.Seats,20
6,3,20,6Chinese,Diagonal.Seats,7
6,3,20,6Chinese,Cubicle.seats,11
6,3,20,6Chinese,Windowed.Seats,10
6,3,21,3,Discussion.Cubicles,6
6,3,21,3,Soft.seats,4
6,3,21,3,Moveable.seats,3
6,3,21,4,Soft.seats,18
6,3,21,4,Sofa,12
6,3,21,5,Windowed.Seats,10
6,3,21,5,X4.man.tables,5
6,3,21,5,X8.man.tables,4
6,3,21,6,Diagonal.Seats,6
6,3,21,6,Cubicle.seats,9
6,3,21,6,Windowed.Seats,9
6,3,21,6Chinese,Diagonal.Seats,3
6,3,21,6Chinese,Cubicle.seats,5
6,3,21,6Chinese,Windowed.Seats,5
6,4,9,3,Discussion.Cubicles,2
6,4,9,3,Soft.seats,2
6,4,9,3,Moveable.seats,1
6,4,9,4,Soft.seats,5
6,4,9,4,Sofa,4
6,4,9,5,Windowed.Seats,3
6,4,9,5,X4.man.tables,2
6,4,9,5,X8.man.tables,1
6,4,9,6,Diagonal.Seats,2
6,4,9,6,Cubicle.seats,3
6,4,9,6,Windowed.Seats,3
6,4,9,6Chinese,Diagonal.Seats,1
6,4,9,6Chinese,Cubicle.seats,2
6,4,9,6Chinese,Windowed.Seats,2
6,4,10,3,Discussion.Cubicles,8
6,4,10,3,Soft.seats,5
6,4,10,3,Moveable.seats,4
6,4,10,4,Soft.seats,26
6,4,10,4,Sofa,17
6,4,10,5,Windowed.Seats,13
6,4,10,5,X4.man.tables,7
6,4,10,5,X8.man.tables,5
6,4,10,6,Diagonal.Seats,8
6,4,10,6,Cubicle.seats,14
6,4,10,6,Windowed.Seats,13
6,4,10,6Chinese,Diagonal.Seats,4
6,4,10,6Chinese,Cubicle.seats,7
6,4,10,6Chinese,Windowed.Seats,7
6,4,11,3,Discussion.Cubicles,18
6,4,11,3,Soft.seats,11
6,4,11,3,Moveable.seats,8
6,4,11,4,Soft.seats,93
6,4,11,4,Sofa,32
6,4,11,5,Windowed.Seats,30
6,4,11,5,X4.man.tables,16
6,4,11,5,X8.man.tables,10
6,4,11,6,Diagonal.Seats,18
6,4,11,6,Cubicle.seats,30
6,4,11,6,Windowed.Seats,29
6,4,11,6Chinese,Diagonal.Seats,9
6,4,11,6Chinese,Cubicle.seats,15
6,4,11,6Chinese,Windowed.Seats,15
6,4,12,3,Discussion.Cubicles,29
6,4,12,3,Soft.seats,17
6,4,12,3,Moveable.seats,12
6,4,12,4,Soft.seats,95
6,4,12,4,Sofa,32
6,4,12,5,Windowed.Seats,40
6,4,12,5,X4.man.tables,22
6,4,12,5,X8.man.tables,14
6,4,12,6,Diagonal.Seats,20
6,4,12,6,Cubicle.seats,33
6,4,12,6,Windowed.Seats,33
6,4,12,6Chinese,Diagonal.Seats,13
6,4,12,6Chinese,Cubicle.seats,21
6,4,12,6Chinese,Windowed.Seats,20
6,4,13,3,Discussion.Cubicles,29
6,4,13,3,Soft.seats,28
6,4,13,3,Moveable.seats,14
6,4,13,4,Soft.seats,129
6,4,13,4,Sofa,32
6,4,13,5,Windowed.Seats,55
6,4,13,5,X4.man.tables,30
6,4,13,5,X8.man.tables,19
6,4,13,6,Diagonal.Seats,28
6,4,13,6,Cubicle.seats,45
6,4,13,6,Windowed.Seats,44
6,4,13,6Chinese,Diagonal.Seats,24
6,4,13,6Chinese,Cubicle.seats,25
6,4,13,6Chinese,Windowed.Seats,23
6,4,14,3,Discussion.Cubicles,38
6,4,14,3,Soft.seats,37
6,4,14,3,Moveable.seats,18
6,4,14,4,Soft.seats,154
6,4,14,4,Sofa,32
6,4,14,5,Windowed.Seats,85
6,4,14,5,X4.man.tables,46
6,4,14,5,X8.man.tables,29
6,4,14,6,Diagonal.Seats,48
6,4,14,6,Cubicle.seats,49
6,4,14,6,Windowed.Seats,46
6,4,14,6Chinese,Diagonal.Seats,34
6,4,14,6Chinese,Cubicle.seats,35
6,4,14,6Chinese,Windowed.Seats,33
6,4,15,3,Discussion.Cubicles,45
6,4,15,3,Soft.seats,44
6,4,15,3,Moveable.seats,21
6,4,15,4,Soft.seats,184
6,4,15,4,Sofa,32
6,4,15,5,Windowed.Seats,71
6,4,15,5,X4.man.tables,70
6,4,15,5,X8.man.tables,50
6,4,15,6,Diagonal.Seats,57
6,4,15,6,Cubicle.seats,59
6,4,15,6,Windowed.Seats,54
6,4,15,6Chinese,Diagonal.Seats,72
6,4,15,6Chinese,Cubicle.seats,52
6,4,15,6Chinese,Windowed.Seats,36
6,4,16,3,Discussion.Cubicles,47
6,4,16,3,Soft.seats,46
6,4,16,3,Moveable.seats,22
6,4,16,4,Soft.seats,193
6,4,16,4,Sofa,32
6,4,16,5,Windowed.Seats,74
6,4,16,5,X4.man.tables,74
6,4,16,5,X8.man.tables,53
6,4,16,6,Diagonal.Seats,60
6,4,16,6,Cubicle.seats,62
6,4,16,6,Windowed.Seats,57
6,4,16,6Chinese,Diagonal.Seats,72
6,4,16,6Chinese,Cubicle.seats,52
6,4,16,6Chinese,Windowed.Seats,36
6,4,17,3,Discussion.Cubicles,43
6,4,17,3,Soft.seats,43
6,4,17,3,Moveable.seats,21
6,4,17,4,Soft.seats,177
6,4,17,4,Sofa,32
6,4,17,5,Windowed.Seats,68
6,4,17,5,X4.man.tables,68
6,4,17,5,X8.man.tables,49
6,4,17,6,Diagonal.Seats,55
6,4,17,6,Cubicle.seats,57
6,4,17,6,Windowed.Seats,52
6,4,17,6Chinese,Diagonal.Seats,72
6,4,17,6Chinese,Cubicle.seats,52
6,4,17,6Chinese,Windowed.Seats,36
6,4,18,3,Discussion.Cubicles,29
6,4,18,3,Soft.seats,29
6,4,18,3,Moveable.seats,14
6,4,18,4,Soft.seats,132
6,4,18,4,Sofa,32
6,4,18,5,Windowed.Seats,56
6,4,18,5,X4.man.tables,31
6,4,18,5,X8.man.tables,20
6,4,18,6,Diagonal.Seats,28
6,4,18,6,Cubicle.seats,46
6,4,18,6,Windowed.Seats,45
6,4,18,6Chinese,Diagonal.Seats,25
6,4,18,6Chinese,Cubicle.seats,25
6,4,18,6Chinese,Windowed.Seats,23
6,4,19,3,Discussion.Cubicles,18
6,4,19,3,Soft.seats,11
6,4,19,3,Moveable.seats,8
6,4,19,4,Soft.seats,96
6,4,19,4,Sofa,32
6,4,19,5,Windowed.Seats,30
6,4,19,5,X4.man.tables,17
6,4,19,5,X8.man.tables,11
6,4,19,6,Diagonal.Seats,19
6,4,19,6,Cubicle.seats,31
6,4,19,6,Windowed.Seats,30
6,4,19,6Chinese,Diagonal.Seats,9
6,4,19,6Chinese,Cubicle.seats,15
6,4,19,6Chinese,Windowed.Seats,15
6,4,20,3,Discussion.Cubicles,14
6,4,20,3,Soft.seats,8
6,4,20,3,Moveable.seats,6
6,4,20,4,Soft.seats,45
6,4,20,4,Sofa,30
6,4,20,5,Windowed.Seats,23
6,4,20,5,X4.man.tables,13
6,4,20,5,X8.man.tables,8
6,4,20,6,Diagonal.Seats,14
6,4,20,6,Cubicle.seats,23
6,4,20,6,Windowed.Seats,23
6,4,20,6Chinese,Diagonal.Seats,7
6,4,20,6Chinese,Cubicle.seats,12
6,4,20,6Chinese,Windowed.Seats,11
6,4,21,3,Discussion.Cubicles,7
6,4,21,3,Soft.seats,4
6,4,21,3,Moveable.seats,3
6,4,21,4,Soft.seats,20
6,4,21,4,Sofa,13
6,4,21,5,Windowed.Seats,11
6,4,21,5,X4.man.tables,6
6,4,21,5,X8.man.tables,4
6,4,21,6,Diagonal.Seats,7
6,4,21,6,Cubicle.seats,11
6,4,21,6,Windowed.Seats,10
6,4,21,6Chinese,Diagonal.Seats,4
6,4,21,6Chinese,Cubicle.seats,6
6,4,21,6Chinese,Windowed.Seats,5
6,5,9,3,Discussion.Cubicles,2
6,5,9,3,Soft.seats,1
6,5,9,3,Moveable.seats,1
6,5,9,4,Soft.seats,5
6,5,9,4,Sofa,3
6,5,9,5,Windowed.Seats,3
6,5,9,5,X4.man.tables,2
6,5,9,5,X8.man.tables,1
6,5,9,6,Diagonal.Seats,2
6,5,9,6,Cubicle.seats,3
6,5,9,6,Windowed.Seats,3
6,5,9,6Chinese,Diagonal.Seats,1
6,5,9,6Chinese,Cubicle.seats,2
6,5,9,6Chinese,Windowed.Seats,2
6,5,10,3,Discussion.Cubicles,8
6,5,10,3,Soft.seats,5
6,5,10,3,Moveable.seats,4
6,5,10,4,Soft.seats,26
6,5,10,4,Sofa,17
6,5,10,5,Windowed.Seats,14
6,5,10,5,X4.man.tables,8
6,5,10,5,X8.man.tables,5
6,5,10,6,Diagonal.Seats,8
6,5,10,6,Cubicle.seats,14
6,5,10,6,Windowed.Seats,13
6,5,10,6Chinese,Diagonal.Seats,4
6,5,10,6Chinese,Cubicle.seats,7
6,5,10,6Chinese,Windowed.Seats,7
6,5,11,3,Discussion.Cubicles,16
6,5,11,3,Soft.seats,10
6,5,11,3,Moveable.seats,7
6,5,11,4,Soft.seats,84
6,5,11,4,Sofa,32
6,5,11,5,Windowed.Seats,26
6,5,11,5,X4.man.tables,15
6,5,11,5,X8.man.tables,9
6,5,11,6,Diagonal.Seats,16
6,5,11,6,Cubicle.seats,27
